주성분코드,성분명,제형,id
B86200ASY,lysozyme chloride,"시럽제,건조시럽 ",35795
B86300ASY,acetaminophen,"시럽제,건조시럽 ",35796
B86300ASY,caffeine anhydrous,"시럽제,건조시럽 ",35797
B86300ASY,chlorpheniramine maleate,"시럽제,건조시럽 ",35798
B86300ASY,dextromethorphan HBr,"시럽제,건조시럽 ",35799
B86300ASY,dl-methylephedrine HCl,"시럽제,건조시럽 ",35800
B86300ASY,lysozyme chloride,"시럽제,건조시럽 ",35801
B86400ALQ,cinnamon bark fluid ext.,액제 ,35802
B86400ALQ,citrus unshiu peel ext.,액제 ,35803
B86400ALQ,ginger fluid ext.,액제 ,35804
B86400ALQ,ginseng fluid ext.,액제 ,35805
B86400ALQ,glycyrrhiza ext.,액제 ,35806
B86400ALQ,ursodeoxycholic acid,액제 ,35807
B86500ALQ,cinnamon bark fluid ext.,액제 ,35808
B86500ALQ,citrus unshiu peel ext.,액제 ,35809
B86500ALQ,ginger fluid ext.,액제 ,35810
B86500ALQ,ginseng fluid ext.,액제 ,35811
B86500ALQ,glycyrrhiza ext.,액제 ,35812
B86500ALQ,ursodeoxycholic acid,액제 ,35813
B86600ALQ,acetaminophen,액제 ,35814
B86600ALQ,caffeine anhydrous,액제 ,35815
B86600ALQ,chlorpheniramine maleate,액제 ,35816
B86600ALQ,dl-methylephedrine hydrochloride,액제 ,35817
B86600ALQ,guaifenesin,액제 ,35818
B86600ALQ,tipepidine citrate,액제 ,35819
B86700ATB,ascorbic acid coated,"정제,저작정 ",35820
B86700ATB,calcium pantothenate,"정제,저작정 ",35821
B86700ATB,L-cysteine,"정제,저작정 ",35822
B86700ATB,riboflavin,"정제,저작정 ",35823
B86700ATB,tocopherol acetate,"정제,저작정 ",35824
B86700ATB,ubidecarenone,"정제,저작정 ",35825
B86800ATE,아데콘말,장용정제 ,35826
B86800ATE,alimemazine tartrate,장용정제 ,35827
B86800ATE,calcium pantothenate,장용정제 ,35828
B86800ATE,cepharanthine,장용정제 ,35829
B86800ATE,glycyrrhiza powder,장용정제 ,35830
B86800ATE,inositol nicotinate,장용정제 ,35831
B86900ACH,acetaminophen,경질캡슐제 ,35832
B86900ACH,chlorpheniramine maleate,경질캡슐제 ,35833
B86900ACH,dextromethorphan hydrobromide,경질캡슐제 ,35834
B86900ACH,lysozyme chloride,경질캡슐제 ,35835
B86900ACH,pseudoephedrine hydrochloride,경질캡슐제 ,35836
B86900ACH,갈근탕엑스(10→1),경질캡슐제 ,35837
B87000ACH,acetaminophen,경질캡슐제 ,35838
B87000ACH,chlorpheniramine maleate,경질캡슐제 ,35839
B87000ACH,dextromethorphan hydrobromide,경질캡슐제 ,35840
B87000ACH,lysozyme chloride,경질캡슐제 ,35841
B87000ACH,pseudoephedrine hydrochloride,경질캡슐제 ,35842
B87000ACH,갈근탕엑스(10→1),경질캡슐제 ,35843
B87100AGN,ascorbic acid coated,"과립제,세립 ",35844
B87100AGN,bacillus polyfermenticus n.sp.,"과립제,세립 ",35845
B87100AGN,calcium pantothenate,"과립제,세립 ",35846
B87100AGN,pyridoxine HCl(3배산),"과립제,세립 ",35847
B87100AGN,riboflavin(3배산),"과립제,세립 ",35848
B87100AGN,thiamine nitrate,"과립제,세립 ",35849
B87300ASY,acetaminophen,"시럽제,건조시럽 ",35850
B87300ASY,caffeine,"시럽제,건조시럽 ",35851
B87300ASY,chlorpheniramine maleate,"시럽제,건조시럽 ",35852
B87300ASY,dl-methylephedrine hydrochloride,"시럽제,건조시럽 ",35853
B87300ASY,lysozyme chloride,"시럽제,건조시럽 ",35854
B87300ASY,tipepidine citrate,"시럽제,건조시럽 ",35855
B87400CSI,clematidis radix,분무제 및 흡입제 ,35856
B87400CSI,menthol,분무제 및 흡입제 ,35857
B87400CSI,methyl salicylate,분무제 및 흡입제 ,35858
B87400CSI,momordicae semen,분무제 및 흡입제 ,35859
B87400CSI,myrrha,분무제 및 흡입제 ,35860
B87400CSI,olibanum,분무제 및 흡입제 ,35861
B87400CSI,ricini semen,분무제 및 흡입제 ,35862
B87500ACS,angelica gigas root ext. powder,연질캡슐제 ,35863
B87500ACS,ascorbic acid,연질캡슐제 ,35864
B87500ACS,cyanocobalamin,연질캡슐제 ,35865
B87500ACS,ferrous gluconate,연질캡슐제 ,35866
B87500ACS,folic acid,연질캡슐제 ,35867
B87500ACS,orotic acid,연질캡슐제 ,35868
B87500ACS,pyridoxine hydrochloride,연질캡슐제 ,35869
B87600ACH,소청룡탕엑스,경질캡슐제 ,35870
B87600ACH,acetaminophen encapsulated,경질캡슐제 ,35871
B87600ACH,caffeine,경질캡슐제 ,35872
B87600ACH,chlorpheniramine maleate,경질캡슐제 ,35873
B87600ACH,dextromethorphan HBr,경질캡슐제 ,35874
B87600ACH,dl-methylephedrine HCl,경질캡슐제 ,35875
B87600ACH,ethenzamide,경질캡슐제 ,35876
B87700ACH,acetaminophen,경질캡슐제 ,35877
B87700ACH,caffeine,경질캡슐제 ,35878
B87700ACH,d-chlorpheniramine maleate,경질캡슐제 ,35879
B87700ACH,dl-methylephedrine HCl,경질캡슐제 ,35880
B87700ACH,lysozyme chloride,경질캡슐제 ,35881
B87700ACH,tipepidine hibenzate,경질캡슐제 ,35882
B87700ACH,tranexamic acid,경질캡슐제 ,35883
B87800ACH,ascorbic acid,경질캡슐제 ,35884
B87800ACH,orotic acid,경질캡슐제 ,35885
B87800ACH,γ-oryzanol,경질캡슐제 ,35886
B87800ACH,thiamine nitrate,경질캡슐제 ,35887
B87800ACH,tocopherol acetate,경질캡슐제 ,35888
B87800ACH,ubidecarenone,경질캡슐제 ,35889
B87800ACH,yeast selenium,경질캡슐제 ,35890
B87900ACS,ascorbic acid,연질캡슐제 ,35891
B87900ACS,nicotinamide,연질캡슐제 ,35892
B87900ACS,pyridoxine hydrochloride,연질캡슐제 ,35893
B87900ACS,retinol palmitate,연질캡슐제 ,35894
B87900ACS,riboflavin,연질캡슐제 ,35895
B87900ACS,thiamine hydrochloride,연질캡슐제 ,35896
B87900ACS,tocopherol acetate,연질캡슐제 ,35897
B88000ACS,ascorbic acid,연질캡슐제 ,35898
B88000ACS,nicotinamide,연질캡슐제 ,35899
B88000ACS,pyridoxine hydrochloride,연질캡슐제 ,35900
B88000ACS,retinol palmitate,연질캡슐제 ,35901
B88000ACS,riboflavin,연질캡슐제 ,35902
B88000ACS,thiamine hydrochloride,연질캡슐제 ,35903
B88000ACS,tocopherol acetate,연질캡슐제 ,35904
B88100ACH,향소산엑스,경질캡슐제 ,35905
B88100ACH,acetaminophen encapsulated,경질캡슐제 ,35906
B88100ACH,caffeine,경질캡슐제 ,35907
B88100ACH,chlorpheniramine maleate,경질캡슐제 ,35908
B88100ACH,dextromethorphan HBr,경질캡슐제 ,35909
B88100ACH,dl-methylephedrine HCl,경질캡슐제 ,35910
B88100ACH,ethenzamide,경질캡슐제 ,35911
B88200ACH,acetaminophen,경질캡슐제 ,35912
B88200ACH,caffeine,경질캡슐제 ,35913
B88200ACH,chlorpheniramine maleate,경질캡슐제 ,35914
B88200ACH,dextromethorphan hydrobromide,경질캡슐제 ,35915
B88200ACH,dl-methylephedrine hydrochloride,경질캡슐제 ,35916
B88200ACH,ethenzamide,경질캡슐제 ,35917
B88200ACH,향소산엑스,경질캡슐제 ,35918
B88300ACH,acetaminophen(encapsulated),경질캡슐제 ,35919
B88300ACH,caffeine,경질캡슐제 ,35920
B88300ACH,chlorpheniramine maleate,경질캡슐제 ,35921
B88300ACH,dextromethorphan hydrobromide,경질캡슐제 ,35922
B88300ACH,dl-methylephedrine hydrochloride,경질캡슐제 ,35923
B88300ACH,ethenzamide,경질캡슐제 ,35924
B88300ACH,향소산엑스,경질캡슐제 ,35925
B88400ACH,acetaminophen,경질캡슐제 ,35926
B88400ACH,chlorpheniramine maleate,경질캡슐제 ,35927
B88400ACH,cloperastine hydrochloride,경질캡슐제 ,35928
B88400ACH,dl-methylephedrine hydrochloride,경질캡슐제 ,35929
B88400ACH,guaifenesin,경질캡슐제 ,35930
B88400ACH,lysozyme chloride,경질캡슐제 ,35931
B88400ACH,pseudoephedrine hydrochloride,경질캡슐제 ,35932
B88500ATB,ascorbic acid coated,"정제,저작정 ",35933
B88500ATB,biotin,"정제,저작정 ",35934
B88500ATB,coix seed ext.(13→1),"정제,저작정 ",35935
B88500ATB,L-cysteine,"정제,저작정 ",35936
B88500ATB,nicotinamide,"정제,저작정 ",35937
B88500ATB,pyridoxine hydrochloride,"정제,저작정 ",35938
B88500ATB,riboflavin butyrate,"정제,저작정 ",35939
B88600ATB,ascorbic acid granule,"정제,저작정 ",35940
B88600ATB,biotin,"정제,저작정 ",35941
B88600ATB,coix seed ext.,"정제,저작정 ",35942
B88600ATB,L-cysteine,"정제,저작정 ",35943
B88600ATB,nicotinamide,"정제,저작정 ",35944
B88600ATB,pyridoxine hydrochloride,"정제,저작정 ",35945
B88600ATB,riboflavin butyrate,"정제,저작정 ",35946
B88700ACS,ascorbic acid,연질캡슐제 ,35947
B88700ACS,selenium,연질캡슐제 ,35948
B88700ACS,tocopherol acetate,연질캡슐제 ,35949
B88700ACS,ubidecarenone,연질캡슐제 ,35950
B88700ACS,ursodeoxycholic acid,연질캡슐제 ,35951
B88700ACS,zinc oxide,연질캡슐제 ,35952
B88700ACS,β-carotene,연질캡슐제 ,35953
B88800ACS,ascorbic acid,연질캡슐제 ,35954
B88800ACS,selenium,연질캡슐제 ,35955
B88800ACS,tocopherol acetate,연질캡슐제 ,35956
B88800ACS,ubidecarenone,연질캡슐제 ,35957
B88800ACS,ursodeoxycholic acid,연질캡슐제 ,35958
B88800ACS,zinc oxide,연질캡슐제 ,35959
B88800ACS,β-carotene,연질캡슐제 ,35960
B88900ACH,acetaminophen,경질캡슐제 ,35961
B88900ACH,caffeine anhydrous,경질캡슐제 ,35962
B88900ACH,chlorpheniramine maleate,경질캡슐제 ,35963
B88900ACH,semi-alkaline protease,경질캡슐제 ,35964
B88900ACH,thiamine nitrate,경질캡슐제 ,35965
B88900ACH,tipepidine hibenzate,경질캡슐제 ,35966
B88900ACH,갈근탕엑스분말,경질캡슐제 ,35967
B89000ACE,갈근탕엑스(10→1),장용캡슐제 ,35968
B89000ACE,acetaminophen,장용캡슐제 ,35969
B89000ACE,caffeine,장용캡슐제 ,35970
B89000ACE,chlorpheniramine maleate,장용캡슐제 ,35971
B89000ACE,cloperastine HCl,장용캡슐제 ,35972
B89000ACE,serratiopeptidase,장용캡슐제 ,35973
B89000ACE,thiamine nitrate,장용캡슐제 ,35974
B89100ACE,acetaminophen,장용캡슐제 ,35975
B89100ACE,caffeine,장용캡슐제 ,35976
B89100ACE,chlorpheniramine maleate,장용캡슐제 ,35977
B89100ACE,cloperastine hydrochloride,장용캡슐제 ,35978
B89100ACE,serratiopeptidase,장용캡슐제 ,35979
B89100ACE,thiamine nitrate,장용캡슐제 ,35980
B89100ACE,갈근탕엑스(10→1),장용캡슐제 ,35981
B89100ACH,갈근탕엑스(10→1),경질캡슐제 ,35982
B89100ACH,acetaminophen,경질캡슐제 ,35983
B89100ACH,caffeine,경질캡슐제 ,35984
B89100ACH,chlorpheniramine maleate,경질캡슐제 ,35985
B89100ACH,cloperastine HCl,경질캡슐제 ,35986
B89100ACH,serratiopeptidase,경질캡슐제 ,35987
B89100ACH,thiamine nitrate,경질캡슐제 ,35988
B89200ACH,ascorbic acid,경질캡슐제 ,35989
B89200ACH,ginseng,경질캡슐제 ,35990
B89200ACH,thiamine nitrate,경질캡슐제 ,35991
B89200ACH,tocopherol acetate,경질캡슐제 ,35992
B89200ACH,ubidecarenone,경질캡슐제 ,35993
B89200ACH,ursodeoxycholic acid,경질캡슐제 ,35994
B89200ACH,yeast selenium,경질캡슐제 ,35995
B89300ACH,ascorbic acid coated,경질캡슐제 ,35996
B89300ACH,ginseng powder,경질캡슐제 ,35997
B89300ACH,thiamine nitrate,경질캡슐제 ,35998
B89300ACH,tocopherol acetate,경질캡슐제 ,35999
B89300ACH,ubidecarenone,경질캡슐제 ,36000
B89300ACH,ursodeoxycholic acid,경질캡슐제 ,36001
B89300ACH,yeast selenium,경질캡슐제 ,36002
B89400ASY,acetaminophen,"시럽제,건조시럽 ",36003
B89400ASY,chlorpheniramine maleate,"시럽제,건조시럽 ",36004
B89400ASY,dextromethorphan hydrobromide,"시럽제,건조시럽 ",36005
B89400ASY,dl-methylephedrine hydrochloride,"시럽제,건조시럽 ",36006
B89400ASY,guaifenesin,"시럽제,건조시럽 ",36007
B89400ASY,riboflavin,"시럽제,건조시럽 ",36008
B89400ASY,thiamine nitrate,"시럽제,건조시럽 ",36009
B89500ATB,calcium pantothenate,"정제,저작정 ",36010
B89500ATB,fursultiamine,"정제,저작정 ",36011
B89500ATB,nicotinamide,"정제,저작정 ",36012
B89500ATB,γ-oryzanol,"정제,저작정 ",36013
B89500ATB,pyridoxine hydrochloride,"정제,저작정 ",36014
B89500ATB,riboflavin butyrate,"정제,저작정 ",36015
B89500ATB,sodium chondroitin sulfate,"정제,저작정 ",36016
B89600ATB,calcium pantothenate,"정제,저작정 ",36017
B89600ATB,fursultiamine,"정제,저작정 ",36018
B89600ATB,nicotinamide,"정제,저작정 ",36019
B89600ATB,γ-oryzanol,"정제,저작정 ",36020
B89600ATB,pyridoxine hydrochloride,"정제,저작정 ",36021
B89600ATB,riboflavin butyrate,"정제,저작정 ",36022
B89600ATB,sodium chondroitin sulfate,"정제,저작정 ",36023
B89700ATB,calcium pantothenate,"정제,저작정 ",36024
B89700ATB,fursultiamine,"정제,저작정 ",36025
B89700ATB,nicotinamide,"정제,저작정 ",36026
B89700ATB,γ-oryzanol,"정제,저작정 ",36027
B89700ATB,pyridoxine hydrochloride,"정제,저작정 ",36028
B89700ATB,riboflavin butyrate,"정제,저작정 ",36029
B89700ATB,sodium chondroitin sulfate,"정제,저작정 ",36030
B89800ATB,calcium pantothenate,"정제,저작정 ",36031
B89800ATB,fursultiamine,"정제,저작정 ",36032
B89800ATB,nicotinamide,"정제,저작정 ",36033
B89800ATB,γ-oryzanol,"정제,저작정 ",36034
B89800ATB,pyridoxine hydrochloride,"정제,저작정 ",36035
B89800ATB,riboflavin butyrate,"정제,저작정 ",36036
B89800ATB,sodium chondroitin sulfate,"정제,저작정 ",36037
B89900ATB,calcium pantothenate,"정제,저작정 ",36038
B89900ATB,fursultiamine,"정제,저작정 ",36039
B89900ATB,nicotinamide,"정제,저작정 ",36040
B89900ATB,γ-oryzanol,"정제,저작정 ",36041
B89900ATB,pyridoxine hydrochloride,"정제,저작정 ",36042
B89900ATB,riboflavin butyrate,"정제,저작정 ",36043
B89900ATB,sodium chondroitin sulfate,"정제,저작정 ",36044
B90000ATB,calcium pantothenate,"정제,저작정 ",36045
B90000ATB,fursultiamine,"정제,저작정 ",36046
B90000ATB,nicotinamide,"정제,저작정 ",36047
B90000ATB,γ-oryzanol,"정제,저작정 ",36048
B90000ATB,pyridoxine hydrochloride,"정제,저작정 ",36049
B90000ATB,riboflavin butyrate,"정제,저작정 ",36050
B90000ATB,sodium chondroitin sulfate,"정제,저작정 ",36051
B90100ATB,calcium pantothenate,"정제,저작정 ",36052
B90100ATB,fursultiamine,"정제,저작정 ",36053
B90100ATB,nicotinamide,"정제,저작정 ",36054
B90100ATB,γ-oryzanol,"정제,저작정 ",36055
B90100ATB,pyridoxine hydrochloride,"정제,저작정 ",36056
B90100ATB,riboflavin butyrate,"정제,저작정 ",36057
B90100ATB,sodium chondroitin sulfate,"정제,저작정 ",36058
B90200ACH,acetaminophen,경질캡슐제 ,36059
B90200ACH,caffeine anhydrous,경질캡슐제 ,36060
B90200ACH,chlorpheniramine maleate,경질캡슐제 ,36061
B90200ACH,dextromethorphan hydrobromide,경질캡슐제 ,36062
B90200ACH,dl-methylephedrine hydrochloride,경질캡슐제 ,36063
B90200ACH,guaifenesin,경질캡슐제 ,36064
B90200ACH,ibuprofen,경질캡슐제 ,36065
B90300CPO,camphor,카타플라스마제 ,36066
B90300CPO,gardenia fruit soft ext.(3→1),카타플라스마제 ,36067
B90300CPO,glycyrrhizinic acid,카타플라스마제 ,36068
B90300CPO,L-menthol,카타플라스마제 ,36069
B90300CPO,methyl salicylate,카타플라스마제 ,36070
B90300CPO,phellodendron bark soft ext.(3.3→1),카타플라스마제 ,36071
B90300CPO,zanthoxylum fruit 30% ethanol soft ext.(3.3→1),카타플라스마제 ,36072
B90400ACS,ascorbic acid,연질캡슐제 ,36073
B90400ACS,cupric oxide,연질캡슐제 ,36074
B90400ACS,manganese sulfate,연질캡슐제 ,36075
B90400ACS,selenium,연질캡슐제 ,36076
B90400ACS,tocopherol,연질캡슐제 ,36077
B90400ACS,zinc oxide,연질캡슐제 ,36078
B90400ACS,β-carotene,연질캡슐제 ,36079
B90500ACS,ascorbic acid,연질캡슐제 ,36080
B90500ACS,cupric oxide,연질캡슐제 ,36081
B90500ACS,manganese sulfate,연질캡슐제 ,36082
B90500ACS,selenium,연질캡슐제 ,36083
B90500ACS,vitamin E,연질캡슐제 ,36084
B90500ACS,zinc oxide,연질캡슐제 ,36085
B90500ACS,β-carotene,연질캡슐제 ,36086
B90600ACS,ascorbic acid,연질캡슐제 ,36087
B90600ACS,cupric oxide,연질캡슐제 ,36088
B90600ACS,manganese sulfate,연질캡슐제 ,36089
B90600ACS,selenium,연질캡슐제 ,36090
B90600ACS,vitamin E,연질캡슐제 ,36091
B90600ACS,zinc oxide,연질캡슐제 ,36092
B90600ACS,β-carotene,연질캡슐제 ,36093
B90700ATE,aldioxa,장용정제 ,36094
B90700ATE,biodiastase-2000,장용정제 ,36095
B90700ATE,cellulaseⅡ,장용정제 ,36096
B90700ATE,dimethicone,장용정제 ,36097
B90700ATE,pancreatin II,장용정제 ,36098
B90700ATE,scopolia ext.,장용정제 ,36099
B90700ATE,ursodeoxycholic acid,장용정제 ,36100
B90800ACS,calcium pantothenate,연질캡슐제 ,36101
B90800ACS,cyanocobalamin,연질캡슐제 ,36102
B90800ACS,nicotinamide,연질캡슐제 ,36103
B90800ACS,pyridoxine hydrochloride,연질캡슐제 ,36104
B90800ACS,riboflavin,연질캡슐제 ,36105
B90800ACS,sodium chondroitin sulfate,연질캡슐제 ,36106
B90800ACS,thiamine nitrate,연질캡슐제 ,36107
B90900ATB,ascorbic acid coated,"정제,저작정 ",36108
B90900ATB,biotin,"정제,저작정 ",36109
B90900ATB,calcium pantothenate,"정제,저작정 ",36110
B90900ATB,chromic chloride,"정제,저작정 ",36111
B90900ATB,cupric sulfate anhydrous,"정제,저작정 ",36112
B90900ATB,cyanocobalamin,"정제,저작정 ",36113
B90900ATB,ergocalciferol,"정제,저작정 ",36114
B90900ATB,ferrous fumarate,"정제,저작정 ",36115
B90900ATB,folic acid,"정제,저작정 ",36116
B90900ATB,magnesium oxide,"정제,저작정 ",36117
B90900ATB,manganese sulfate,"정제,저작정 ",36118
B90900ATB,nicotinamide,"정제,저작정 ",36119
B90900ATB,potassium chloride,"정제,저작정 ",36120
B90900ATB,potassium citrate,"정제,저작정 ",36121
B90900ATB,potassium iodide,"정제,저작정 ",36122
B90900ATB,pyridoxine hydrochloride,"정제,저작정 ",36123
B90900ATB,retinol palmitate granule,"정제,저작정 ",36124
B90900ATB,riboflavin,"정제,저작정 ",36125
B90900ATB,sodium molybdate,"정제,저작정 ",36126
B90900ATB,thiamine nitrate,"정제,저작정 ",36127
B90900ATB,tocopherol acetate,"정제,저작정 ",36128
B90900ATB,yeast selenium,"정제,저작정 ",36129
B90900ATB,zinc sulfate,"정제,저작정 ",36130
B91000ATB,ascorbic acid coated,"정제,저작정 ",36131
B91000ATB,biotin,"정제,저작정 ",36132
B91000ATB,calcium pantothenate,"정제,저작정 ",36133
B91000ATB,chromic chloride,"정제,저작정 ",36134
B91000ATB,cupric sulfate anhydrous,"정제,저작정 ",36135
B91000ATB,cyanocobalamin,"정제,저작정 ",36136
B91000ATB,ergocalciferol,"정제,저작정 ",36137
B91000ATB,ferrous fumarate,"정제,저작정 ",36138
B91000ATB,folic acid,"정제,저작정 ",36139
B91000ATB,magnesium oxide,"정제,저작정 ",36140
B91000ATB,manganese sulfate,"정제,저작정 ",36141
B91000ATB,nicotinamide,"정제,저작정 ",36142
B91000ATB,potassium chloride,"정제,저작정 ",36143
B91000ATB,potassium citrate,"정제,저작정 ",36144
B91000ATB,potassium iodide,"정제,저작정 ",36145
B91000ATB,pyridoxine hydrochloride,"정제,저작정 ",36146
B91000ATB,retinol palmitate granule,"정제,저작정 ",36147
B91000ATB,riboflavin,"정제,저작정 ",36148
B91000ATB,sodium molybdate,"정제,저작정 ",36149
B91000ATB,thiamine nitrate,"정제,저작정 ",36150
B91000ATB,tocopherol acetate,"정제,저작정 ",36151
B91000ATB,yeast selenium,"정제,저작정 ",36152
B91000ATB,zinc sulfate,"정제,저작정 ",36153
B91100ATB,ascorbic acid coated,"정제,저작정 ",36154
B91100ATB,biotin,"정제,저작정 ",36155
B91100ATB,calcium pantothenate,"정제,저작정 ",36156
B91100ATB,chromic chloride,"정제,저작정 ",36157
B91100ATB,cupric sulfate anhydrous,"정제,저작정 ",36158
B91100ATB,cyanocobalamin,"정제,저작정 ",36159
B91100ATB,ergocalciferol,"정제,저작정 ",36160
B91100ATB,ferrous fumarate,"정제,저작정 ",36161
B91100ATB,folic acid,"정제,저작정 ",36162
B91100ATB,magnesium oxide,"정제,저작정 ",36163
B91100ATB,manganese sulfate,"정제,저작정 ",36164
